"","date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","casos_total","poblacio_total","incidencia_1000","co","hcnm","hct","no","no2","nox","o3","pm10","pm2.5","so2"
"10748","2006-12-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,65.04,50.25,NA,18.08,NA,NA,1
"10749","2006-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,81.08,61.04,NA,8.12,NA,NA,1
"10750","2006-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,122.33,75.92,NA,3.21,NA,NA,1
"10751","2006-12-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,89.92,71.92,NA,7.21,NA,NA,1
"10752","2006-12-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,83.88,74.21,NA,7.92,NA,NA,1.04
"10753","2006-12-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,79.17,68.62,NA,10.5,NA,NA,1
"10754","2006-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,80.71,63.29,NA,9.33,NA,NA,1
"10755","2007-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,41.12,42.5,NA,10.79,NA,NA,1
"10756","2007-01-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,41.61,46.74,NA,22.61,NA,NA,1
"10757","2007-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,27.42,45.75,NA,24,NA,NA,NA
"10758","2007-01-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,67.42,62.62,NA,10.17,NA,NA,5
"10759","2007-01-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,84.79,67.25,NA,7.17,NA,NA,3.58
"10760","2007-01-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,37.83,47.92,NA,8.83,NA,NA,1.38
"10761","2007-01-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,67.92,60.5,NA,7.17,NA,NA,2.21
"10762","2007-01-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,17.29,39.88,NA,15.25,NA,NA,1
"10763","2007-01-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,42.92,55.04,NA,6.04,NA,NA,1.12
"10764","2007-01-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,71.79,68.12,NA,8.88,NA,NA,1.96
"10765","2007-01-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,43.29,55.25,NA,7.71,NA,NA,1.25
"10766","2007-01-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,72.29,57.17,NA,5.79,NA,NA,1.96
"10767","2007-01-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,75.88,60.83,NA,7.12,NA,NA,2.04
"10768","2007-01-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,28.58,48.79,NA,10.71,NA,NA,1.29
"10769","2007-01-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,95.17,75.04,NA,4.54,NA,NA,2.54
"10770","2007-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,70.25,72.83,NA,4.21,NA,NA,1.96
"10771","2007-01-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,21.71,39.25,NA,9.29,NA,NA,1
"10772","2007-01-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,17.71,36.58,NA,12.96,NA,NA,1
"10773","2007-01-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,89.92,61.96,NA,8.92,NA,NA,2.92
"10774","2007-01-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,77.33,65.21,NA,9.17,NA,NA,2.96
"10775","2007-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,31.12,49.33,NA,13.71,NA,NA,1
"10776","2007-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,29.17,54.5,NA,11.5,NA,NA,1.46
"10777","2007-01-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,6.58,24.21,NA,32.33,NA,NA,1
"10778","2007-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,7.17,27.5,NA,37.38,NA,NA,1
"10779","2007-01-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,36.17,48.67,NA,18.12,NA,NA,1.17
"10780","2007-01-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,30.5,52.17,NA,14.96,NA,NA,1.08
"10781","2007-01-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,6.54,27.29,NA,27.12,NA,NA,1
"10782","2007-01-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,12.79,40.04,NA,27.04,NA,NA,1
"10783","2007-01-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,119.96,88.04,NA,7.79,NA,NA,4.04
"10784","2007-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,34.83,63.96,NA,12.25,NA,NA,1.25
"10785","2007-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,37.25,67.92,NA,10.62,NA,NA,1.21
"10786","2007-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,14.46,33.67,NA,15.54,NA,NA,1
"10787","2007-02-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,66.27,57.45,NA,13.52,NA,NA,5
"10788","2007-02-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,69.17,54.71,NA,15.12,NA,NA,8.08
"10789","2007-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,35.29,51.33,NA,9.79,NA,NA,5.17
"10790","2007-02-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,36.71,62.33,NA,12.58,NA,NA,4.79
"10791","2007-02-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,19.88,43.71,NA,14.25,NA,NA,2.46
"10792","2007-02-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,43.75,53.88,NA,16.54,NA,NA,4.75
"10793","2007-02-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,35.25,55.08,NA,14.96,NA,NA,5.5
"10794","2007-02-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,26.29,46.58,NA,11.5,NA,NA,3.67
"10795","2007-02-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,14.5,39.42,NA,32.79,NA,NA,2.42
"10796","2007-02-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,26.04,50.42,NA,19.46,NA,NA,5.17
"10797","2007-02-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,41.21,36.79,NA,27.71,NA,NA,4.42
"10798","2007-02-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,14.42,45.38,NA,31.54,NA,NA,4.17
"10799","2007-02-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,64.58,63.29,NA,14.79,NA,NA,12.96
"10800","2007-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,21.04,46.42,NA,30.62,NA,NA,2.67
"10801","2007-02-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,148.83,111.67,NA,4.21,NA,NA,16.54
"10802","2007-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,8.12,45.62,NA,29.33,NA,NA,2.92
"10803","2007-02-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,6.83,29.21,NA,31.21,NA,NA,1.33
"10804","2007-02-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,16.54,43.54,NA,24.58,NA,NA,1.92
"10805","2007-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,22.67,49.54,NA,28.62,NA,NA,4.29
"10806","2007-02-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,14,56.62,NA,31.42,NA,NA,4.29
"10807","2007-02-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,45.33,58.67,NA,12,NA,NA,8.08
"10808","2007-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,40.83,61.08,NA,12.62,NA,NA,6.71
"10809","2007-02-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,9.71,34.25,NA,35,NA,NA,2.38
"10810","2007-02-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,10.67,39.75,NA,30.33,NA,NA,3
"10811","2007-02-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,8.75,31.58,NA,44.38,NA,NA,1.38
"10812","2007-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,19.7,52.09,NA,24.26,NA,NA,1.83
"10813","2007-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,85.96,74.25,NA,13.25,NA,NA,12.25
"10814","2007-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,53.62,62.46,NA,17.46,NA,NA,7.04
"10815","2007-03-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,17.33,48.17,NA,30,NA,NA,5.25
"10816","2007-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,6.21,30.12,NA,38,NA,NA,2.75
"10817","2007-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,39.04,57.88,NA,30.12,NA,NA,19.38
"10818","2007-03-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,11.38,50.42,NA,27.12,NA,NA,4.71
"10819","2007-03-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,15.44,59.33,NA,10.78,NA,NA,5.78
"10820","2007-03-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,10.18,50.27,NA,26.5,NA,NA,1
"10821","2007-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,26.81,51.86,NA,22.1,NA,NA,6
"10822","2007-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,23.46,35.38,NA,46.54,NA,NA,2.79
"10823","2007-03-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,21.75,36.46,NA,45,NA,NA,1.12
"10824","2007-03-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,24.33,44.25,NA,42.33,NA,NA,1.46
"10825","2007-03-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,61.92,62.29,NA,24.38,NA,NA,4.42
"10826","2007-03-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,66.67,61.54,NA,34.88,NA,NA,3.92
"10827","2007-03-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,65.88,59.17,NA,26.79,NA,NA,9.33
"10828","2007-03-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,80.8,46,NA,29.95,NA,NA,6.3
"10829","2007-03-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,13.29,24.33,NA,42.42,NA,NA,2.08
"10830","2007-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,11.04,12.83,NA,59.54,NA,NA,1.12
"10831","2007-03-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,13.25,20.79,NA,43.42,NA,NA,2.21
"10832","2007-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,8.29,6.04,NA,58.04,NA,NA,1.04
"10833","2007-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,8.92,14.79,NA,47.38,NA,NA,1.08
"10834","2007-03-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,10.08,17.92,NA,46.71,NA,NA,1.08
"10835","2007-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,9.21,19.04,NA,54.38,NA,NA,1.42
"10836","2007-03-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,10.92,20.88,NA,36.25,NA,NA,1.46
"10837","2007-03-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,7.35,12.48,NA,55.78,NA,NA,1.39
"10838","2007-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,23.62,24.75,NA,44.12,NA,NA,1.96
"10839","2007-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,5.75,17.29,NA,66.33,NA,NA,1
"10840","2007-03-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,4.71,20.58,NA,67.12,NA,NA,1
"10841","2007-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,4.08,14.46,NA,85.17,NA,NA,1.25
"10842","2007-03-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,11.33,22.17,NA,51.79,NA,NA,1.12
"10843","2007-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,5.54,13.54,NA,54.71,NA,NA,1
"10844","2007-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,3.12,11.46,NA,70.5,NA,NA,1
"10845","2007-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,2.54,12.38,NA,77.96,NA,NA,1
"10846","2007-04-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,11.15,45,NA,34.5,NA,NA,1.08
"10847","2007-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,6.79,24.88,NA,52.29,NA,NA,1.04
"10848","2007-04-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,20.62,46.08,NA,30.38,NA,NA,1.67
"10849","2007-04-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,14.42,35.75,NA,50.54,NA,NA,3.17
"10850","2007-04-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,7.46,32.96,NA,62.58,NA,NA,2.42
"10851","2007-04-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,12.88,36.92,NA,59.12,NA,NA,3.92
"10852","2007-04-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,12.71,33.12,NA,60.79,NA,NA,2.46
"10853","2007-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,5.12,31.08,NA,72.88,NA,NA,1.08
"10854","2007-04-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,7.38,35.83,NA,64.46,NA,NA,1.12
"10855","2007-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,7.67,47.12,NA,52.08,NA,NA,1.29
"10856","2007-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,6.25,36.5,NA,52.71,NA,NA,1.25
"10857","2007-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,2.54,16.88,NA,81.38,NA,NA,1
"10858","2007-04-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,12.42,42.12,NA,59.04,NA,NA,2.58
"10859","2007-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,47.17,75.71,NA,41.17,NA,NA,7.83
"10860","2007-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,26.62,67.75,NA,39.62,NA,NA,8.21
"10861","2007-04-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,30.79,56.96,NA,51.71,NA,NA,9.33
"10862","2007-04-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,33.29,55.67,NA,50.79,NA,NA,7.35
"10863","2007-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,12.44,63.06,NA,53.25,NA,NA,8.5
"10864","2007-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,41.38,NA,NA,6.58
"10865","2007-04-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,38.04,NA,NA,17.58
"10866","2007-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,18.5,98.62,NA,14.96,NA,NA,35.48
"10867","2007-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,51.83,78.29,NA,29.29,NA,NA,17.29
"10868","2007-04-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,55.67,74.58,NA,32.38,NA,NA,14
"10869","2007-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,33.33,67.12,NA,35.04,NA,NA,9.65
"10870","2007-04-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,3.17,41.42,NA,74.38,NA,NA,1.12
"10871","2007-04-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,1.04,15.71,NA,85.54,NA,NA,1
"10872","2007-04-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,2.5,22,NA,80.04,NA,NA,1
"10873","2007-04-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,6.04,42.17,NA,51.04,NA,NA,1.17
"10874","2007-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,1.04,20.83,NA,66.83,NA,NA,1.21
"10875","2007-05-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,5.38,32.12,NA,54.79,NA,NA,1
"10876","2007-05-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,3.83,57.71,NA,36.83,NA,NA,1.17
"10877","2007-05-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,9.21,51.12,NA,42.21,NA,NA,1.42
"10878","2007-05-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,7.54,48,NA,60.21,NA,NA,1.38
"10879","2007-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,22.04,52,NA,60.54,NA,NA,6.71
"10880","2007-05-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,8.46,46.83,NA,63.04,NA,NA,1.79
"10881","2007-05-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,15.42,59.33,NA,34.38,NA,NA,4.92
"10882","2007-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,26.75,52.29,NA,12.33,NA,NA,10.13
"10883","2007-05-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,32.46,57.88,NA,NA,NA,NA,6.71
"10884","2007-05-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,15.38,36.54,NA,68.09,NA,NA,7.29
"10885","2007-05-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,8.92,41.17,NA,52.83,NA,NA,3.88
"10886","2007-05-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,7,37.67,NA,56.33,NA,NA,3.5
"10887","2007-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,1.54,13.54,NA,65.33,NA,NA,3.42
"10888","2007-05-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,3.54,15.79,NA,61.04,NA,NA,1.17
"10889","2007-05-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,5.14,18,NA,66.96,NA,NA,2.09
"10890","2007-05-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,32.29,NA,NA,2.42
"10891","2007-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,32.75,NA,NA,1.04
"10892","2007-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,35.38,NA,NA,5.5
"10893","2007-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,62,NA,NA,3.25
"10894","2007-05-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,99.67,NA,NA,1
"10895","2007-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,95.67,NA,NA,1.12
"10896","2007-05-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,17.29,63.88,NA,62.71,NA,NA,3.62
"10897","2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,3.83,45.88,NA,74.17,NA,NA,1
"10898","2007-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,4.67,46.88,NA,74.67,NA,NA,1.12
"10899","2007-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,2.17,25.79,NA,71.71,NA,NA,1
"10900","2007-05-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,2.75,22.71,NA,70.62,NA,NA,1
"10901","2007-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,4.5,23.83,NA,62.75,NA,NA,1.04
"10902","2007-05-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,7.17,31.17,NA,65.5,NA,NA,1.04
"10903","2007-05-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,5.88,45.83,NA,66.92,NA,NA,1.5
"10904","2007-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,6.21,45.38,NA,58.58,NA,NA,1
"10905","2007-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,6.42,33.96,NA,59.62,NA,NA,1
"10906","2007-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,3.62,31.54,NA,60.96,NA,NA,1.04
"10907","2007-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,3.12,30.92,NA,74.71,NA,NA,1.04
"10908","2007-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,4.96,41.04,NA,84.67,NA,NA,7.5
"10909","2007-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,7.54,43.08,NA,70.08,NA,NA,1.68
"10910","2007-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,10.46,51,NA,59.58,NA,NA,6.71
"10911","2007-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,6.08,49.33,NA,58.62,NA,NA,5.08
"10912","2007-06-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,6.25,47.88,NA,62.67,NA,NA,4.5
"10913","2007-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,9,47.5,NA,55.21,NA,NA,5.67
"10914","2007-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,11.71,52.04,NA,50.12,NA,NA,7.08
"10915","2007-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,7.58,49.75,NA,48.5,NA,NA,5.39
"10916","2007-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,16.96,49.54,NA,40.38,NA,NA,3.38
"10917","2007-06-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,8.38,35.96,NA,48.5,NA,NA,1.38
"10918","2007-06-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,3.54,29.79,NA,57.67,NA,NA,1.04
